mes,descricao,valor
2025-04,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2649.24
2025-04,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-04,2.7.6 Material p- Consertos e Reparos Cola pvc e tapa furo,21.0
2025-04,"2.7.6 Material p- Consertos e Reparos Cimento, pedrisco, areia, sarrafo, lona,",835.09
2025-04,"2.4.19 Contratos - Manutenção Elétrica Manutenção, elétrica, portaria e",1280.0
2025-04,2.9.10 Encadernações e Materias Graficos Ref. 02.2025 (diferença) e ref. 03.2025,391.0
2025-04,2.9.9 Cópias e Autenticações Notificações e envelopes,28.9
2025-04,2.12.1 Móveis e Utensílios Pta postigo,684.0
2025-04,2.6.3 Telefone-Internet Período de 05/03/2025 a 04/04/2025,79.98
2025-04,2.6.1 Energia Elétrica Ref. 04/2025 (Portaria),1941.05
2025-04,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-04,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 03/2025,19407.6
2025-04,"2.7.4 Materiais de Limpeza e consumo Rodo, papel, detergente, saco de lixo,",465.3
2025-04,2.4.1 Portaria Vigilância e Controle Acesso Ref. 03/2025,48116.47
2025-04,"2.7.2 Material de Limpeza Piscina Clear gel, cloro, ph, barrilha, agicida,",632.0
2025-04,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-04,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 04/2025,2989.9
2024-12,1.1.1 Taxa de Condominio,47946.5
2024-12,1.1.1 Taxa de Condominio (venc. 11 /2024),3028.2
2024-12,1.1.1 Taxa de Condominio Boleto teste,0.01
2024-12,1.1.5 Taxa de Água,7354.9
2024-12,1.1.5 Taxa de Água (venc. 11 /2024),464.52
2024-12,1.1.20 Multas e Juros,128.0
2024-12,1.1.20 Multas e Juros (venc. 11 /2024),96.54
2024-12,1.2.1 Taxas Fundo de Reserva,2397.8
2024-12,1.2.1 Taxas Fundo de Reserva (venc. 11 /2024),151.44
2024-12,1.4.1 Rendimento de Aplicação,24.85
2024-12,2.4.1 Portaria Vigilância e Controle Acesso Ref. 11/2024,21073.5
2024-12,2.4.5 Auxiliar de Manutenção Manutenção e jardinagem ref. 11/2024,4725.0
2024-12,2.4.7 Serviços de Administração de Condomínio Honorários administrativos 13º - parc. 02,2100.0
2024-12,2.4.7 Serviços de Administração de Condomínio Ref. 11/2024,4200.0
2024-12,2.4.12 Prest Serviço Engenharia e Arquitetura Elaboração de projeto de arquitetura p/ confecção de cobertura,1000.0
2024-12,2.4.21 Remuneração Síndico Ref. 11/2024,4200.0
2024-12,2.6.1 Energia Elétrica Ref. 11/2024 (Clube),2576.43
2024-12,2.6.1 Energia Elétrica Ref. 12/2024 (Portaria),1081.42
2024-12,"2.6.4 Gás Gás liquefeito, regulador e vasilhame",435.0
2024-12,2.7.3 Material Para Manutenção Elétrica Luminária de emergência e fita isolante,57.56
2024-12,"2.7.4 Materiais de Limpeza e consumo Escova sanitária, desentupidor, sabonete, dispenser, assento, etc.",877.85
2024-12,"2.7.4 Materiais de Limpeza e consumo Papel higiênico, saco lixo, interfolha e saponaceo cremoso",204.1
2024-12,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, alcool, sabão, limpa vidro, desodorizador, etc.",592.48
2024-12,"2.7.6 Material p- Consertos e Reparos Cadeado latão, broca, espanador, corda, desentupidor, bucha, etc. 1",337.44
2024-12,2.7.6 Material p- Consertos e Reparos Kit gancho + frete,54.24
2024-12,2.7.16 Placas e Sinalizações Cone de trânsito,468.0
2024-12,2.8.18 Manutenção e Limpeza da Piscina Ref. 11/2024,600.0
2024-12,2.8.21 Manutenção das Instalações Furo na pedra de mármore da portaria,100.0
2024-12,2.8.21 Manutenção das Instalações Instalação de espelho e suporte na saída de veículo,300.0
2024-12,"2.9.8 Material de Escritório Acessório p/ mesa, bloco recado, borracha, caneta, chaveiro, etc.",385.58
2024-12,2.9.10 Encadernações e Materias Graficos Impressão e encadernação da pasta contábil ref. 11/2024,74.75
2024-12,2.10.3 Assessoria Jurídica Assessoria,4604.34
2024-12,2.11.1 Desp. c- Boletos Bancarios,760.0
2024-12,2.11.1 Desp. c- Boletos Bancarios (venc. 11 /2024),48.0
2024-12,2.11.5 Outras Despesas Financeiras Estorno lançamento financeiro - teste na c/c do condomínio,1.0
2024-12,2.12.1 Móveis e Utensílios Suporte para micro-ondas e forno,73.23
2024-12,2.12.3 Melhoria nas Instalações Instalação de bebedouro,408.0
2024-12,2.11.5 Outras Despesas Financeiras Estorno lançamento financeiro - teste,1.0
2024-12,2.4.7 Serviços de Administração de Condomínio Ref. 11/2024,4200.0
2024-12,"2.6.4 Gás Gás liquefeito, regulador e vasilhame",435.0
2024-12,2.12.1 Móveis e Utensílios 3 grelhas inox,612.0
2024-12,2.12.9 Containers Container e carro coletor,2065.33
2024-12,2.8.21 Manutenção das Instalações Instalação de espelho e suporte na,300.0
2024-12,2.7.3 Material Para Manutenção Elétrica Luminária de emergência e fita isolante,57.56
2024-12,"2.7.4 Materiais de Limpeza e consumo Papel higiênico, saco lixo, interfolha e",204.1
2024-12,2.12.1 Móveis e Utensílios Espelho convexo e lixeira,452.5
2024-12,2.4.21 Remuneração Síndico Ref. 11/2024,4200.0
2024-12,2.10.3 Assessoria Jurídica Assessoria,4604.34
2024-12,"2.7.6 Material p- Consertos e Reparos Cadeado latão, broca, espanador,",337.44
2024-12,2.7.16 Placas e Sinalizações Cone de trânsito,468.0
2024-12,2.8.3 Seguro Condominial,481.93
2024-12,2.4.12 Prest Serviço Engenharia e Arquitetura Elaboração de projeto de arquitetura p/,1000.0
2024-12,2.8.18 Manutenção e Limpeza da Piscina Ref. 11/2024,600.0
2024-12,2.6.1 Energia Elétrica Ref. 12/2024 (Portaria),1081.42
2024-12,2.6.1 Energia Elétrica Ref. 11/2024 (Clube),2576.43
2024-12,2.12.1 Móveis e Utensílios Suporte para micro-ondas e forno,73.23
2024-12,"2.7.3 Material Para Manutenção Elétrica Cabo pp, tomada e plugue",100.0
2024-12,2.8.21 Manutenção das Instalações Furo na pedra de mármore da portaria,100.0
2024-12,"2.9.8 Material de Escritório Acessório p/ mesa, bloco recado,",385.58
2024-12,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, alcool, sabão, limpa",592.48
2024-12,"2.7.4 Materiais de Limpeza e consumo Escova sanitária, desentupidor,",877.85
2024-12,2.12.3 Melhoria nas Instalações Instalação de bebedouro,408.0
2024-12,2.7.6 Material p- Consertos e Reparos Kit gancho + frete,54.24
2024-12,2.9.10 Encadernações e Materias Graficos Impressão e encadernação da pasta,74.75
2024-12,2.4.7 Serviços de Administração de Condomínio Honorários administrativos 13º - parc.,2100.0
2024-12,2.4.5 Auxiliar de Manutenção Manutenção e jardinagem ref. 11/2024,4725.0
2024-12,2.4.1 Portaria Vigilância e Controle Acesso Ref. 11/2024,21073.5
2025-10,1.1.1 Taxa de Condominio,88574.85
2025-10,1.1.1 Taxa de Condominio (venc. 8 /2025),252.35
2025-10,1.1.1 Taxa de Condominio (venc. 9 /2025),12869.85
2025-10,1.1.5 Taxa de Água,16636.42
2025-10,1.1.5 Taxa de Água (venc. 8 /2025),40.68
2025-10,1.1.5 Taxa de Água (venc. 9 /2025),2957.13
2025-10,1.1.8 Encargos de Cobrança,66.82
2025-10,1.1.8 Encargos de Cobrança (venc. 9 /2025),33.14
2025-10,1.1.13 Multa Infrações Regulamento Notificação - 19/09/2025,252.35
2025-10,1.1.14 Homologação Acordo Extrajudicial,2284.57
2025-10,1.1.14 Homologação Acordo Extrajudicial (venc. 9 /2025),321.13
2025-10,1.1.20 Multas Juros e Correções,654.41
2025-10,1.1.20 Multas Juros e Correções (venc. 8 /2025),10.52
2025-10,1.1.20 Multas Juros e Correções (venc. 9 /2025),444.86
2025-10,1.1.29 Atualização Monetária,16.0
2025-10,1.2.1 Taxas Fundo de Reserva,4429.62
2025-10,1.2.1 Taxas Fundo de Reserva (venc. 8 /2025),12.62
2025-10,1.2.1 Taxas Fundo de Reserva (venc. 9 /2025),643.62
2025-10,1.2.3 Taxas Extras Sinalização viária - Parc. 2/18 (venc. 8 /2025),15.48
2025-10,1.2.3 Taxas Extras Sinalização viária - Parc. 3/18 (venc. 9 /2025),789.48
2025-10,1.2.3 Taxas Extras Sinalização viária - Parc. 4/18,5433.48
2025-10,1.2.18 Mercado Lucien (Mini fácil),1352.08
2025-10,1.2.51 Feira,355.0
2025-10,1.2.51 Feira Elisete,390.0
2025-10,1.2.51 Feira Elisete 16/10/2025,212.5
2025-10,1.2.51 Feira Elisete ref. 10/2025,407.95
2025-10,1.2.61 Fundo Bicicletas,2400.0
2025-10,1.4.1 Rendimento de Aplicação,581.0
2025-10,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref. 09/2025,2300.0
2025-10,2.4.1 Portaria Vigilância e Controle Acesso Ref. 09/2025,48116.48
2025-10,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 09/2025,19407.6
2025-10,2.4.7 Serviços de Administração de Condomínio Ref. 09/2025,4200.0
2025-10,"2.4.19 Contratos - Manutenção Elétrica Manutenção elétrica, portaria e controle de acesso",1280.0
2025-10,2.4.21 Remuneração Síndico Ref. 09/2025,4200.0
2025-10,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-10,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-10,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda 10651,159.5
2025-10,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,2490.17
2025-10,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-10,2.5.4 ISS Retido de prestadores de serviços Adenildo Francisco Alves Junior - Me 27,96.0
2025-10,2.6.1 Energia Elétrica Ref. 09/2025 (Clube),2730.57
2025-10,2.6.1 Energia Elétrica Ref. 10/2025 (Estação elevatória esgoto),944.47
2025-10,2.6.1 Energia Elétrica Ref. 10/2025 (Portaria),2775.07
2025-10,2.6.2 Água e Esgoto Ref. 09/2025,17085.6
2025-10,2.6.3 Telefone-Internet Período de 05/09/2025 a 04/10/2025,79.98
2025-10,2.7.1 Tintas e Materiais para Pintura Fita crepe e transparente,100.0
2025-10,"2.7.2 Material de Limpeza Piscina Cloro, clear gel, alcalinidade, fita teste, etc.",631.8
2025-10,2.7.4 Materiais de Limpeza e consumo Bobina cata caca,229.56
2025-10,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, papel, pano, saco de lixo, etc.",595.16
2025-10,2.7.4 Materiais de Limpeza e consumo Varal de chão,65.0
2025-10,2.7.6 Material p- Consertos e Reparos Areia fina,49.9
2025-10,2.7.7 Vidros Vidro,171.0
2025-10,2.7.11 Plantas e Jardinagens Casca de pinus e limitador,103.0
2025-10,2.7.11 Plantas e Jardinagens Manta,48.0
2025-10,2.7.12 Material-Equipamento Controle de Acesso Mola aerea,220.0
2025-10,2.7.12 Material-Equipamento Controle de Acesso Pulseira,170.0
2025-10,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-10,2.8.8 Desentupimento em Geral Limpeza do cesto da estação elevatória e gestão de resíduos,845.5
2025-10,2.8.18 Manutenção e Limpeza da Piscina Ref. 09/2025,600.0
2025-10,"2.8.21 Manutenção das Instalações Manutenção preventiva na estação elevatória (limpeza das bombas, cesto",3104.0
2025-10,2.9.9 Cópias e Autenticações 420 impressões coloridas,221.0
2025-10,2.9.9 Cópias e Autenticações Cópias adm - apoio contas a pagar ref. 09/2025,56.0
2025-10,2.9.10 Encadernações e Materias Graficos 2 livros de protocolos,121.7
2025-10,2.9.15 Festas e Eventos no Condomínio Locação de 10 conjuntos de mesas,150.0
2025-10,"2.9.15 Festas e Eventos no Condomínio Locação de brinquedos: futebol de sabão, piscina de bolinha + 3",1410.0
2025-10,2.9.15 Festas e Eventos no Condomínio Locação de máquina de pipoca,350.0
2025-10,2.10.1 Repasse de Encargos de Cobrança Ref. 09/2025,38.37
2025-10,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 10/2025,463.16
2025-10,2.10.3 Assessoria Jurídica Ref. 09/2025,4950.0
2025-10,2.11.1 Desp. c- Boletos Bancarios,1416.0
2025-10,2.11.1 Desp. c- Boletos Bancarios (venc. 8 /2025),4.0
2025-10,2.11.1 Desp. c- Boletos Bancarios (venc. 9 /2025),208.0
2025-10,2.11.2 Despesas Bancarias,44.74
2025-10,2.11.2 Despesas Bancarias,44.74
2025-10,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, papel, pano, saco de",595.16
2025-10,2.7.1 Tintas e Materiais para Pintura Fita crepe e transparente,100.0
2025-10,2.7.12 Material-Equipamento Controle de Acesso Pulseira,170.0
2025-10,2.7.4 Materiais de Limpeza e consumo Bobina cata caca,229.56
2025-10,2.4.21 Remuneração Síndico Ref. 09/2025,4200.0
2025-10,2.4.7 Serviços de Administração de Condomínio Ref. 09/2025,4200.0
2025-10,2.9.10 Encadernações e Materias Graficos 2 livros de protocolos,121.7
2025-10,2.6.1 Energia Elétrica Ref. 09/2025 (Clube),2730.57
2025-10,2.7.4 Materiais de Limpeza e consumo Varal de chão,65.0
2025-10,2.5.4 ISS Retido de prestadores de serviços Adenildo Francisco Alves Junior - Me,96.0
2025-10,"2.7.6 Material p- Consertos e Reparos Cadeado, adubo, gancho de rede, lima",335.17
2025-10,2.6.2 Água e Esgoto Ref. 09/2025,17085.6
2025-10,2.7.11 Plantas e Jardinagens Manta,48.0
2025-10,2.8.21 Manutenção das Instalações Manutenção preventiva na estação,3104.0
2025-10,2.6.1 Energia Elétrica Ref. 10/2025 (Estação elevatória,944.47
2025-10,2.6.1 Energia Elétrica Ref. 10/2025 (Portaria),2775.07
2025-10,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda 10651,159.5
2025-10,2.7.12 Material-Equipamento Controle de Acesso Mola aerea,220.0
2025-10,2.8.18 Manutenção e Limpeza da Piscina Ref. 09/2025,600.0
2025-10,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-10,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-10,"2.4.19 Contratos - Manutenção Elétrica Manutenção elétrica, portaria e controle",1280.0
2025-10,2.9.15 Festas e Eventos no Condomínio Locação de brinquedos: futebol de,1410.0
2025-10,2.5.2 PCC Retido,2490.17
2025-10,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-10,2.10.3 Assessoria Jurídica Ref. 09/2025,4950.0
2025-10,2.10.1 Repasse de Encargos de Cobrança Ref. 09/2025,38.37
2025-10,2.9.9 Cópias e Autenticações Cópias adm - apoio contas a pagar ref.,56.0
2025-10,2.7.7 Vidros Vidro,171.0
2025-10,2.9.15 Festas e Eventos no Condomínio Locação de máquina de pipoca,350.0
2025-10,2.9.15 Festas e Eventos no Condomínio Locação de 10 conjuntos de mesas,150.0
2025-10,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-10,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 09/2025,19407.6
2025-10,2.6.3 Telefone-Internet Período de 05/09/2025 a 04/10/2025,79.98
2025-10,2.4.1 Portaria Vigilância e Controle Acesso Ref. 09/2025,48116.48
2025-10,2.7.11 Plantas e Jardinagens Casca de pinus e limitador,103.0
2025-10,2.9.9 Cópias e Autenticações 420 impressões coloridas,221.0
2025-10,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 10/2025,463.16
2025-10,"2.7.2 Material de Limpeza Piscina Cloro, clear gel, alcalinidade, fita teste,",631.8
2025-10,"2.7.3 Material Para Manutenção Elétrica Cabo pp, conector, disjuntor, led",522.97
2025-10,2.8.8 Desentupimento em Geral Limpeza do cesto da estação elevatória,845.5
2025-10,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-10,2.7.6 Material p- Consertos e Reparos Areia fina,49.9
2025-02,1.1.1 Taxa de Condominio,74947.95
2025-02,1.1.1 Taxa de Condominio (venc. 1 /2025),2018.8
2025-02,1.1.5 Taxa de Água,12855.04
2025-02,1.1.5 Taxa de Água (venc. 1 /2025),309.68
2025-02,1.1.7 Ressarcimento de Despesas Valor ref. a pagamento do saae (Construtora),7200.06
2025-02,1.1.8 Encargos de Cobrança,93.8
2025-02,1.1.14 Homologação Acordo Extrajudicial,11033.71
2025-02,1.1.14 Homologação Acordo Extrajudicial (venc. 3 /2025),303.68
2025-02,1.1.20 Multas Juros e Correções,503.29
2025-02,1.1.20 Multas Juros e Correções (venc. 1 /2025),63.16
2025-02,1.1.20 Multas Juros e Correções (venc. 3 /2025),12.52
2025-02,1.1.29 Atualização Monetária,26.48
2025-02,1.1.29 Atualização Monetária (venc. 3 /2025),0.73
2025-02,1.2.1 Taxas Fundo de Reserva,3748.14
2025-02,1.2.1 Taxas Fundo de Reserva (venc. 1 /2025),100.96
2025-02,1.4.1 Rendimento de Aplicação,70.97
2025-02,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref. 01/2025,2300.0
2025-02,2.4.1 Portaria Vigilância e Controle Acesso Ref. 01/2025,22759.38
2025-02,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 01/2025,10206.0
2025-02,2.4.7 Serviços de Administração de Condomínio Ref. 01/2025,4200.0
2025-02,2.4.21 Remuneração Síndico Ref. 01/2025,4200.0
2025-02,2.6.1 Energia Elétrica Ref. 01/2025 (Clube),2488.19
2025-02,2.6.1 Energia Elétrica Ref. 02/2025 (Estação elevatória de esgoto),441.4
2025-02,2.6.1 Energia Elétrica Ref. 02/2025 (Portaria),1369.6
2025-02,2.6.2 Água e Esgoto Ref. 01/2025,16258.2
2025-02,2.6.3 Telefone-Internet Período de 05/01/2Unidade XXX 04/02/2025,91.6
2025-02,"2.7.2 Material de Limpeza Piscina Cloro, ph estável, maresias, algicida, etc.",698.0
2025-02,2.7.4 Materiais de Limpeza e consumo Kit 2 refil ibbl c+3 purificador de água,94.36
2025-02,"2.7.4 Materiais de Limpeza e consumo Sabão em pó, rodo, vassoura, cabo, etc.",437.69
2025-02,"2.7.6 Material p- Consertos e Reparos Cadeado latão, broca, espanador, corda, desentupidor, bucha, etc. 3",337.43
2025-02,"2.7.6 Material p- Consertos e Reparos Tesoura, cadeado , sifão, fita, fechadura, etc.",500.5
2025-02,2.7.10 Aluguel de Caçamba 1 caçamba 08/01/2025,330.0
2025-02,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-02,2.8.13 Manutenção Ar Condicionado Limpeza e higienização,190.0
2025-02,2.8.18 Manutenção e Limpeza da Piscina Ref. 01/2025,600.0
2025-02,2.9.6 Desp. c- Cartório Registro de ATA 09/10/2024,429.6
2025-02,"2.9.9 Cópias e Autenticações Relatórios de cadastros, notificações e envelopes",7.4
2025-02,2.9.10 Encadernações e Materias Graficos Impressão e encadernação da pasta contábil ref. 01/2025,253.0
2025-02,2.10.1 Repasse de Encargos de Cobrança Ref. 01/2025,125.69
2025-02,2.10.2 Honorarios de Cobranças Jurídicas,1742.15
2025-02,2.10.3 Assessoria Jurídica Assessoria,4950.0
2025-02,2.11.1 Desp. c- Boletos Bancarios,1200.0
2025-02,2.11.1 Desp. c- Boletos Bancarios (venc. 1 /2025),32.0
2025-02,2.12.1 Móveis e Utensílios Bebedouro,1779.89
2025-02,2.4.7 Serviços de Administração de Condomínio Ref. 01/2025,4200.0
2025-02,2.7.10 Aluguel de Caçamba 1 caçamba 08/01/2025,330.0
2025-02,"2.7.2 Material de Limpeza Piscina Cloro, ph estável, maresias, algicida,",698.0
2025-02,2.12.9 Containers Container e carro coletor,2065.34
2025-02,"2.7.6 Material p- Consertos e Reparos Cadeado latão, broca, espanador,",337.43
2025-02,2.8.3 Seguro Condominial,481.9
2025-02,2.6.2 Água e Esgoto Ref. 01/2025,16258.2
2025-02,2.10.1 Repasse de Encargos de Cobrança Ref. 01/2025,125.69
2025-02,2.9.6 Desp. c- Cartório Registro de ATA 09/10/2024,429.6
2025-02,2.6.1 Energia Elétrica Ref. 01/2025 (Clube),2488.19
2025-02,2.8.13 Manutenção Ar Condicionado Limpeza e higienização,190.0
2025-02,2.7.4 Materiais de Limpeza e consumo Kit 2 refil ibbl c+3 purificador de água,94.36
2025-02,2.6.1 Energia Elétrica Ref. 02/2025 (Estação elevatória de,441.4
2025-02,2.6.1 Energia Elétrica Ref. 02/2025 (Portaria),1369.6
2025-02,2.12.1 Móveis e Utensílios Bebedouro,1779.89
2025-02,2.4.21 Remuneração Síndico Ref. 01/2025,4200.0
2025-02,"2.7.4 Materiais de Limpeza e consumo Sabão em pó, rodo, vassoura, cabo,",437.69
2025-02,"2.7.6 Material p- Consertos e Reparos Tesoura, cadeado , sifão, fita,",500.5
2025-02,2.8.18 Manutenção e Limpeza da Piscina Ref. 01/2025,600.0
2025-02,"2.9.9 Cópias e Autenticações Relatórios de cadastros, notificações e",7.4
2025-02,2.10.3 Assessoria Jurídica Assessoria,4950.0
2025-02,2.6.3 Telefone-Internet Período de 05/01/2Unidade XXX 04/02/2025,91.6
2025-02,2.9.10 Encadernações e Materias Graficos Impressão e encadernação da pasta,253.0
2025-02,2.12.9 Containers Contentor 1000L,1990.0
2025-02,2.10.2 Honorarios de Cobranças Jurídicas,1742.15
2025-02,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-02,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-02,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 01/2025,10206.0
2025-02,2.4.1 Portaria Vigilância e Controle Acesso Ref. 01/2025,22759.38
